	ak_035166	ak_016465	ak_024143	ak_037037	ak_024401	ak_097125	ak_097366	ak_032645	ak_037693	ak_034033	ak_033463	ak_099390	ak_015445	ak_023546	ak_032440	op_033472	op_038401	op_102311	op_016307	op_023502	op_023870	op_098441	op_107201	op_035169	op_024146	op_024199	op_015958	op_032024	op_103496	op_023549
29350	0	3	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29359	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
29364	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	4	3	0	0	2	0	0	0	0	0	0	0	2	0	0
29373	3	16	20	0	413	92	0	41	0	0	46	1	0	54	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29380	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
29383	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	7	0	7	0	0	0	0	1	0	0	0	44	0	1
29403	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29410	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	3	0	0	0	0
29427	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	2
29429	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	2	0	0	0
29447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	3	0	0	0	0	0	0	0	2	0	0
29450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	4	0	2	0	0	0	0
29466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	1	0	1	2	0	0	0	1	1	0	0	0
29474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	1	2	0	0	1	0	0	0	0
29507	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	4	0	10	3	0	4	0	24	0	0	0	0
29514	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
29525	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
29556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	4	0	1	0	0	1	7	1	9
29562	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29576	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	1	0	0
29583	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0
29587	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29607	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5	0	0	0	1	3
29617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
29618	0	3	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	4	0	0	4	0	0	2
29665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	7	5	8	0	0	0	0	1	0	0	0	0
29689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
29699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0
29702	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	2	5	0	0
29724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	1	0	0	0	0
29729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	2	4	0	0	0	1	0	0	0	4	0	0	0
29733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29738	0	0	0	0	4	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	2	0	0	0	0	0	0	0
29761	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	2	0	3	0	0	0	1	1	1	0	0	11
29772	0	0	0	0	0	1	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
29782	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	14	3	0	0	6	1	0	0	0	0	2	1	9	0	0
29789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
29791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	5	0	0	2	10	0	0	0	0	0	0	0
29801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	10	0	1	0	0	0	0
29862	0	0	0	0	2	0	0	2	0	0	1	0	0	6	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
29887	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
29903	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29905	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
29917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0
29931	0	2	0	0	34	0	0	1	1	0	2	0	0	12	16	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
29941	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	10	1	0	1	0	0	1	0	1	0	0	0	2	0	0
29946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
29948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0
29949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
29958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
29961	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
29968	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
29971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0
29975	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0	1	0	0	0	21	0	107	0	1
30006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
30019	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	5	3	0	4	0	0	0	0	3	0	0	2	0
30032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	4	0	0	5	0	0	1
30044	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30047	0	0	0	0	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
30060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0
30069	0	0	0	0	0	0	0	0	39	0	3	1	0	0	0	11	8	1	2	12	0	15	0	1	0	9	3	0	0	2
30074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
30075	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	18	0	0	0
30077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
30080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	1	0	0	0
30087	0	0	0	0	0	2	2	0	1	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30093	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0
30095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	5	0	0	0
30098	1	0	0	0	0	0	0	0	0	0	3	7	0	0	0	3	3	3	7	1	0	14	0	0	0	3	1	0	0	0
30114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	0	0	1	0	1	0	25	0	0	0	0
30125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30126	0	0	0	0	0	1	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30159	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	1	0	0	1	0	7	0	1	0	0
30174	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	21	0	0	1	0	2	0	5	0	0	0	21
30179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	3	0
30183	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30199	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	3	0	0	5	0	0	5	0	0	0	0	0	0	0	0
30213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	25	0	0	0	0	0	0	0
30225	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	2	0	0	0	10	0	0	0	0	1	6
30226	2	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
30233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	4	3	0	0	0
30240	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30260	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	4	0	0	3	0	0	0	0	0	1	0	0	0	3	2
30276	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
30284	0	1	0	2	0	0	0	1	2	0	3	3	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	3
30288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
30295	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	0	0	3	0	0	0	0	0	1	0	1
30301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30319	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	1	1	0
30328	0	6	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30342	0	1	1	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30345	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	5	0	0	4	1	1	0	1	3	0	0	1	0	0	0
30355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	0	3	0	0	0	1	0	0
30361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
30363	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30374	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30378	0	19	16	0	55	7	2	14	24	0	27	3	2	69	6	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2
30384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0
30411	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30413	0	3	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30417	3	0	0	0	0	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
30441	0	0	0	12	0	0	0	0	0	0	1	0	0	0	1	13	3	0	5	2	7	0	1	0	3	5	0	0	14	5
30450	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30456	1	0	0	9	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	3	1	0	0	0	4	1	0	0	6	3
30461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
30463	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30467	0	0	2	1	2	4	2	1	1	1	36	2	0	0	9	49	5	5	9	5	20	7	0	3	0	10	10	1	0	3
30498	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	3	0	0	1	0	1	0	1	1	0	2	0	0	0	5
30499	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30504	0	0	0	0	3	1	2	4	4	0	3	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30509	0	0	1	0	39	3	0	1	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30513	0	0	1	0	0	0	1	0	0	0	1	0	83	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
30534	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	3	0	0
30545	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	3	0	3	4	0	1	3	0	0	0	0	1	0	0	0
30546	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30566	1	1	0	0	8	1	0	4	4	1	4	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
30582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	1	1	0	0	0	3	27	0	3	2
30590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0
30605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	3	1	0	0	0
30608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	11	0	0
30628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
30636	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	1	0	2	2	0	0	2	0	2	0	0	0	0	0	0
30646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	6	0	1	0	0	1	0	0	0
30691	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30693	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0
30697	1	4	0	0	0	12	0	11	0	0	17	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30703	0	0	0	0	1	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30712	0	0	0	2	0	0	0	0	3	0	0	9	0	0	0	6	0	3	4	20	3	3	0	0	5	0	0	0	22	0
30713	3	231	99	0	131	0	0	0	0	0	0	0	0	7	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
30716	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	24	1	3	0	0	0	0	0	0	1	1	8	0	1
30719	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5
30728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	18	2	1	0	0	0	0	0	2	0	0	0
30743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
30749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
30753	0	0	0	1	0	0	1	0	0	0	0	0	1	0	4	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0
30767	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0
30804	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	1	0	0	0	1	3	0	0	1
30807	0	0	14	9	0	0	1	0	158	2	2	0	765	0	2	2	0	0	3	0	0	0	0	0	1	0	2	0	7	0
30813	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30814	1	0	1	0	1	4	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30822	0	1	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	1	0	8	0	0	0	0	0	0	0
30850	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30856	0	0	0	0	1	1	0	0	0	0	2	0	3	3	0	12	2	1	0	0	0	7	0	0	0	0	0	0	0	1
30886	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30892	0	1	0	0	0	0	0	0	19	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30902	1	6	9	0	28	37	10	9	15	3	24	61	7	41	2	0	1	1	0	0	0	2	0	0	2	0	0	0	0	2
30903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	5	0	0	0	1	0	0	0	0	0	0	0
30910	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0
30914	0	25	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
30916	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30935	0	0	0	0	5	0	0	2	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30953	0	0	0	8	0	0	0	0	0	0	0	4	0	2	0	23	0	0	1	4	2	2	0	4	7	3	0	9	19	72
30959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
30982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	1	0
30985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	19	0	0	0	46	0	3	0	6	0	0	4	0
30987	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1
30990	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30991	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31008	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31011	1	0	0	101	0	0	2	0	2	0	0	10	0	0	14	4	18	0	0	28	0	5	1	11	21	2	0	8	47	16
31022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
31023	0	1	1	0	8	15	0	1	0	0	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	1	0	0
31042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
31043	0	9	2	0	6	1	0	4	0	4	92	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31051	0	0	0	4	0	0	1	0	1	1	2	0	2	0	1	2	0	0	1	0	0	0	0	1	0	4	0	0	0	1
31061	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31079	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31101	0	0	0	2	0	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	4
31103	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	1	0	0	0	1	0	1	3
31120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
31125	1	1	3	0	0	2	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31138	0	0	1	0	1	0	0	3	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31145	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	4	0	1	2	0	0	0	0	2	0	0	0
31158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	2	0	0	1	61	0	1	0	0	46	0	1	0	2
31173	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
31174	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31181	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
31213	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	6	7	2	0	0	0	0	6	0	0	0	0
31228	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
31248	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31250	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	7	0	8	1	1	1	2	0	2	3	0	0	0	22	7
31258	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31259	0	4	3	0	48	1	0	2	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31266	0	0	0	0	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31270	1	0	1	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
31274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	1	0	0	0	0	0	0	0	0
31284	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0
31289	0	1	0	0	3	6	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31306	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	2	2	0	1	1	12	0	0	0	2	0	0	0	0	0
31308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	1	0	0	0	0	0	0
31310	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31319	0	2	0	0	56	1	0	9	0	0	7	0	0	38	12	5	7	0	0	2	3	0	0	1	0	0	0	0	1	3
31323	0	0	1	3	0	0	0	0	2	1	44	1	0	4	1	160	16	0	15	70	20	0	0	1	0	10	2	0	0	3
31347	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31379	0	0	0	0	2	0	0	1	0	0	2	3	0	7	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
31410	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0	10	0	2	0	1	0	0	1	0	1	0	1	0	0	3
31430	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	3	0	0	1	0	0	0	5	0	0
31444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
31455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0
31465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	1	1	0	0	0	0	0	0	0	0
31469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
31471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	1	0	1
31478	1	38	9	0	34	26	0	5	0	3	82	27	0	51	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31530	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
