	ak_035166	ak_016465	ak_024143	ak_037037	ak_024401	ak_097125	ak_097366	ak_032645	ak_037693	ak_034033	ak_033463	ak_099390	ak_015445	ak_023546	ak_032440	op_033472	op_038401	op_102311	op_016307	op_023502	op_023870	op_098441	op_107201	op_035169	op_024146	op_024199	op_015958	op_032024	op_103496	op_023549
16293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2
16294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	0	0	14	1	1	0	3	1	3	0	0	0	13
16299	0	0	2	0	1	0	1	0	8	0	29	180	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	1	0	1
16332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
16335	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	4	0	0
16339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	2	6	0	3	0	0	1	0	1	9	9	1	0
16368	0	2	0	0	0	2	0	4	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0
16410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
16419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0
16422	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0
16451	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16470	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0
16500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
16507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	1	0	10	0
16511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
16519	0	0	1	5	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	16
16520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0
16530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0
16540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	2	0	0	1	0	0	0
16547	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
16548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1
16610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
16620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
16630	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
16640	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16646	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16659	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
16674	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
16676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
16679	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	0	0	0
16688	1	0	2	0	0	0	0	0	1	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16697	0	0	1	0	1	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	5	0	0	0
16703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
16723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	8	0	0	0	0
16727	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16728	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	1	0
16754	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	2	0	0	0	0	1	0	0	0	0	0	0
16757	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	9	1	0
16766	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	50	44	0	0	0	0	0	0	1	0	7	0	3	1	2
16768	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
16784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0
16788	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16791	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
16798	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16807	0	1	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	2	0	0	3	1	0	0	7	1	2	0	0
16821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
16827	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0	0	0
16854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1	0	0	3	0	0	0	0	0	0	0	0	0	0
16872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16875	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16879	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	1	0	0	0	1	0	4	385	0	0	0	116	17
16900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	4	1	0	0	0	0	0	0	0	0	0
16909	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16911	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16916	0	0	0	0	0	0	0	0	5	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16921	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	9	1	0	1	0	0
16924	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1	0	3	0	5	0	0	3	0	1	4	0	6	2
16927	2	0	0	0	0	0	0	1	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
16955	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	1	0	1	0	6	0	0	1	0	0	1
16969	0	0	0	0	0	0	0	0	0	0	6	0	0	1	5	33	33	0	2	6	1	6	0	0	0	24	18	1	2	4
16975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0
16985	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
16996	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16997	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17009	5	0	1	0	0	1	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0
17016	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
17032	0	0	0	0	0	1	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
17043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	1
17076	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	1	0	3	2	0	0	1
17092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	4	0	3	0	1	0	0	0	0
17104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
17124	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17172	1	0	0	0	0	0	0	0	2	1	1	0	1	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
17198	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
17219	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0	0	0	1	2	0	0	0	2
17250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
17253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	2
17270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17277	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
17286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
17297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	5	0	0	0	0	6	0	0	0	11	15	6	0	0
17303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	3	0	0	0	3	2	0	0	0
17304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17339	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
17379	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	132	0	0	0	0	0	0	16	0	0	0
17414	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
17420	0	0	0	0	0	0	0	0	0	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17441	0	12	0	0	11	0	0	11	0	2	44	1	0	16	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
17465	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17469	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	3	0	0	1	0	0	3	5
17487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
17495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0
17505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
17511	2	0	1	0	3	2	0	2	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17540	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	1
17560	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	2	0	0	0
17564	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
17576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	2	0	0	0	0	0	1	0	0	2	3
17598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0
17606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0
17618	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	5	0	0	0	0
17637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	5	0	0	0	0	0	0	1	2	2	0	0
17647	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	1	0	3	0
17676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	2	3	0	0	0
17692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
17700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	2	0	1	0	1
17705	0	0	0	0	0	0	0	0	13	0	14	0	0	0	0	205	0	0	14	0	0	8	0	1	0	42	60	0	1	2
17711	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0
17712	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
17721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
17726	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17738	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	1	0	0	0	1	0	3	0	1
17758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	15	0	0	1	2	2	2	0	5	1	0	1	0
17765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0
17790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
17840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17843	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	7	0	2	0	1	0	2	0	0	93	0	1	5	5
17846	0	0	0	0	0	3	0	0	0	0	7	0	0	0	2	2	0	1	1	0	1	1	0	3	0	0	0	0	0	0
17847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	2	0	0	0	0	0	0	0	0	0
17852	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	6	5	0	0
17873	0	0	1	11	1	0	0	1	2	0	2	0	3	0	12	0	1	0	0	0	8	0	0	0	0	1	0	1	1	0
17892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
17900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
17914	0	1	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	2	0	0	0
17939	0	0	0	6	1	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
17947	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17948	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	6	1	1	1	0	0	0	0	0	0	0	0	1
17974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
17982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	2	0	1	0	0
17990	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18001	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	5	0	0
18003	0	0	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18011	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18027	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	6	0	0	0
18028	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18029	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
18037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
18054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	1
18066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0
18074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	3	3	0	0	0	0	0	0	0
18088	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0
18174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0
18179	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
18185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	5	0	8	5	5	0	1	0	7	38	0	0	0
18230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	3	5	0	3	0
18255	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18261	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18262	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
18289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	3	11	1	1	0
18296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	5
18308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	1	0	0	2	0	6	0	4	0	0
18309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1
18324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0
18335	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	1	1	0	0	0	1
18406	0	0	0	0	1	2	0	1	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18409	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
18411	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18420	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18421	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0
18429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	1	0	0	0	0	0	1
18459	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
18465	2	0	1	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
18479	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
18510	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	8	2	30	1	16
18520	1	0	0	0	1	0	0	0	1	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18524	0	1	0	0	2	1	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18531	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
18534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
18538	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
18560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	2	5	0
18571	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	11	0	1	2	2	0	1	0	3	0	0	0	1	0	0
18579	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18588	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18589	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	0	8	0	2
18619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	1
18647	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
18658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	1	1	0	0	0
18659	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0
18681	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
18692	6	1	1	0	2	0	0	1	0	1	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	6	0	9	0	0	17	1	0	0	0	14
18699	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18719	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
18737	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
18739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
18742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0
18754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0
18755	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18770	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
18771	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
18775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0
18799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18812	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	1	0
